longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.0,34.0,6,1846.0,358.0,748.0,329.0,4.0,8,NEAR OCEAN
-120.0,34.0,3,1858.0,493.0,865.0,460.0,3.0,8,NEAR OCEAN
-120.0,34.0,6,871.0,145.0,354.0,154.0,4.0,8,NEAR OCEAN
-120.0,34.0,4,3782.0,771.0,1742.0,751.0,4.0,9,NEAR OCEAN
-120.0,34.0,2,1225.0,317.0,694.0,306.0,4.0,7,NEAR OCEAN
-120.0,34.0,2,1215.0,360.0,1349.0,423.0,3.0,6,NEAR OCEAN
-120.0,34.0,2,2086.0,575.0,1701.0,530.0,3.0,6,NEAR OCEAN
-120.0,34.0,7,1383.0,459.0,677.0,362.0,2.0,7,NEAR OCEAN
-120.0,34.0,8,1208.0,357.0,603.0,297.0,3.0,9,<1H OCEAN
-120.0,34.0,3,2982.0,837.0,1317.0,787.0,3.0,7,NEAR OCEAN
-120.0,34.0,4,3119.0,562.0,1459.0,562.0,5.0,8,NEAR OCEAN
-120.0,34.0,5,1997.0,299.0,826.0,301.0,7.0,9,NEAR OCEAN
-120.0,34.0,4,1448.0,404.0,978.0,338.0,2.0,7,NEAR OCEAN
-120.0,34.0,3,1364.0,227.0,638.0,238.0,5.0,9,NEAR OCEAN
-120.0,34.0,3,2024.0,312.0,907.0,335.0,5.0,9,NEAR OCEAN
-120.0,34.0,6,1853.0,375.0,878.0,338.0,5.0,8,NEAR OCEAN
-120.0,34.0,5,2365.0,417.0,1053.0,409.0,6.0,8,NEAR OCEAN
-120.0,34.0,4,1769.0,297.0,703.0,269.0,4.0,8,NEAR OCEAN
-120.0,34.0,4,1648.0,378.0,954.0,405.0,3.0,8,NEAR OCEAN
-120.0,34.0,6,1664.0,292.0,705.0,257.0,5.0,8,NEAR OCEAN
-120.0,34.0,5,1479.0,287.0,830.0,288.0,5.0,8,NEAR OCEAN
-120.0,34.0,8,1765.0,263.0,753.0,260.0,9.0,9,<1H OCEAN
-120.0,34.0,6,3045.0,570.0,1002.0,488.0,6.0,9,<1H OCEAN
-120.0,34.0,4,3865.0,814.0,1266.0,613.0,6.0,9,<1H OCEAN
-120.0,34.0,5,1872.0,318.0,749.0,296.0,5.0,9,<1H OCEAN
-120.0,34.0,5,3597.0,519.0,1207.0,479.0,5.0,9,<1H OCEAN
-120.0,34.0,7,3188.0,442.0,984.0,376.0,9.0,9,<1H OCEAN
-120.0,34.0,1,2665.0,391.0,794.0,311.0,9.0,9,<1H OCEAN
-120.0,34.0,0,1705.0,400.0,886.0,391.0,4.0,8,<1H OCEAN
-120.0,34.0,2,4489.0,800.0,2867.0,765.0,5.0,7,<1H OCEAN
-120.0,34.0,3,3422.0,596.0,1763.0,601.0,5.0,8,NEAR OCEAN
-120.0,34.0,1,1112.0,256.0,411.0,245.0,2.0,8,NEAR OCEAN
-120.0,34.0,3,1414.0,365.0,889.0,345.0,3.0,7,NEAR OCEAN
-120.0,34.0,5,1921.0,394.0,951.0,334.0,3.0,8,NEAR OCEAN
-120.0,34.0,2,1834.0,477.0,1305.0,417.0,3.0,7,NEAR OCEAN
-120.0,34.0,3,2323.0,727.0,1301.0,478.0,3.0,8,NEAR OCEAN
-120.0,34.0,1,1671.0,383.0,1079.0,365.0,3.0,7,<1H OCEAN
-120.0,34.0,4,3506.0,563.0,1362.0,483.0,6.0,9,<1H OCEAN
-120.0,34.0,1,1951.0,368.0,681.0,350.0,3.0,9,<1H OCEAN
-120.0,34.0,3,2512.0,426.0,919.0,341.0,6.0,9,<1H OCEAN
-120.0,34.0,4,2718.0,542.0,1066.0,442.0,4.0,9,<1H OCEAN
-120.0,34.0,6,622.0,170.0,278.0,139.0,4.0,8,<1H OCEAN
-120.0,34.0,7,308.0,38.0,59.0,21.0,12.0,9,NEAR OCEAN
-119.0,34.0,1,4617.0,982.0,2303.0,923.0,4.0,6,NEAR OCEAN
-120.0,35.0,6,2469.0,553.0,1168.0,427.0,2.0,0,<1H OCEAN
-120.0,35.0,1,2074.0,382.0,1035.0,359.0,4.0,9,<1H OCEAN
-120.0,35.0,1,1289.0,277.0,693.0,237.0,3.0,6,<1H OCEAN
-120.0,35.0,3,1337.0,219.0,671.0,225.0,3.0,6,NEAR OCEAN
-120.0,35.0,1,2647.0,515.0,1487.0,488.0,4.0,6,NEAR OCEAN
-120.0,35.0,1,2958.0,690.0,1348.0,617.0,4.0,6,NEAR OCEAN
-120.0,35.0,0,2137.0,339.0,916.0,338.0,6.0,9,NEAR OCEAN
-120.0,35.0,0,2426.0,426.0,966.0,419.0,6.0,8,NEAR OCEAN
-120.0,35.0,3,2136.0,465.0,1143.0,409.0,3.0,7,NEAR OCEAN
-120.0,35.0,1,921.0,189.0,434.0,219.0,3.0,9,NEAR OCEAN
-120.0,35.0,0,2536.0,499.0,832.0,385.0,3.0,8,NEAR OCEAN
-120.0,35.0,3,1601.0,282.0,731.0,285.0,4.0,7,NEAR OCEAN
-120.0,35.0,1,3942.0,585.0,1542.0,515.0,7.0,9,NEAR OCEAN
-120.0,35.0,2,1348.0,238.0,631.0,247.0,5.0,7,NEAR OCEAN
-120.0,35.0,2,2375.0,429.0,1048.0,369.0,4.0,8,NEAR OCEAN
-120.0,35.0,0,3478.0,588.0,1693.0,582.0,5.0,7,NEAR OCEAN
-120.0,35.0,2,2708.0,382.0,988.0,359.0,6.0,8,NEAR OCEAN
-120.0,35.0,1,2943.0,394.0,959.0,359.0,6.0,9,NEAR OCEAN
-120.0,35.0,0,586.0,125.0,317.0,74.0,3.0,1,NEAR OCEAN
-120.0,35.0,3,1874.0,319.0,820.0,315.0,5.0,9,NEAR OCEAN
-120.0,35.0,5,2992.0,609.0,1288.0,465.0,4.0,8,NEAR OCEAN
-120.0,35.0,0,3189.0,463.0,1200.0,442.0,5.0,6,<1H OCEAN
-120.0,35.0,1,712.0,147.0,355.0,162.0,3.0,3,<1H OCEAN
-120.0,35.0,2,3842.0,630.0,2490.0,662.0,3.0,2,<1H OCEAN
-120.0,35.0,1,2143.0,286.0,929.0,315.0,6.0,7,<1H OCEAN
-120.0,35.0,0,3124.0,415.0,1169.0,407.0,7.0,7,<1H OCEAN
-120.0,35.0,0,1533.0,221.0,545.0,191.0,8.0,8,<1H OCEAN
-120.0,35.0,1,2312.0,352.0,1084.0,388.0,5.0,5,<1H OCEAN
-120.0,35.0,3,3415.0,778.0,1492.0,633.0,2.0,2,NEAR OCEAN
-120.0,35.0,0,1633.0,348.0,504.0,327.0,2.0,7,<1H OCEAN
-120.0,35.0,4,2384.0,385.0,1323.0,400.0,5.0,4,<1H OCEAN
-120.0,35.0,1,978.0,187.0,407.0,182.0,4.0,4,<1H OCEAN
-120.0,35.0,1,3172.0,506.0,1538.0,473.0,4.0,4,<1H OCEAN
-120.0,35.0,1,1932.0,347.0,874.0,312.0,4.0,3,<1H OCEAN
-120.0,35.0,1,2649.0,386.0,1057.0,362.0,5.0,8,<1H OCEAN
-120.0,35.0,3,2590.0,404.0,1093.0,338.0,4.0,8,<1H OCEAN
-120.0,35.0,0,6986.0,1217.0,2801.0,1212.0,3.0,6,<1H OCEAN
-120.0,35.0,4,2019.0,354.0,1029.0,346.0,4.0,3,<1H OCEAN
-120.0,35.0,5,2388.0,393.0,1117.0,375.0,4.0,4,<1H OCEAN
-120.0,35.0,0,3119.0,620.0,1159.0,544.0,4.0,4,<1H OCEAN
-120.0,35.0,3,2020.0,307.0,855.0,283.0,5.0,4,<1H OCEAN
-120.0,35.0,5,1979.0,342.0,999.0,320.0,5.0,4,<1H OCEAN
-120.0,35.0,4,2862.0,478.0,1384.0,463.0,5.0,4,<1H OCEAN
-120.0,35.0,3,2580.0,381.0,1149.0,372.0,5.0,4,<1H OCEAN
-120.0,35.0,2,2505.0,376.0,1162.0,382.0,5.0,5,<1H OCEAN
-120.0,35.0,3,2131.0,329.0,1094.0,353.0,5.0,5,<1H OCEAN
-120.0,35.0,4,1699.0,272.0,799.0,266.0,4.0,4,<1H OCEAN
-120.0,35.0,0,3680.0,559.0,1678.0,569.0,5.0,5,<1H OCEAN
-120.0,35.0,0,2197.0,329.0,1064.0,319.0,5.0,5,<1H OCEAN
-120.0,35.0,5,1997.0,317.0,866.0,281.0,5.0,4,<1H OCEAN
-120.0,35.0,1,1534.0,251.0,761.0,240.0,5.0,5,<1H OCEAN
-120.0,35.0,9,1391.0,287.0,632.0,276.0,2.0,2,<1H OCEAN
-120.0,35.0,5,3404.0,711.0,1579.0,639.0,3.0,3,<1H OCEAN
-120.0,35.0,9,1966.0,413.0,985.0,403.0,2.0,3,<1H OCEAN
-120.0,35.0,8,2020.0,344.0,692.0,310.0,4.0,5,<1H OCEAN
-120.0,35.0,5,2844.0,551.0,1337.0,516.0,3.0,2,<1H OCEAN
-120.0,35.0,0,2866.0,648.0,1311.0,578.0,3.0,5,<1H OCEAN
-120.0,35.0,0,2980.0,585.0,1593.0,562.0,3.0,6,<1H OCEAN
-120.0,35.0,3,2725.0,514.0,1466.0,488.0,4.0,2,<1H OCEAN
-120.0,35.0,4,1433.0,270.0,1001.0,278.0,4.0,2,<1H OCEAN
-120.0,35.0,2,1678.0,307.0,840.0,316.0,4.0,4,<1H OCEAN
-120.0,35.0,3,2739.0,414.0,1171.0,413.0,5.0,4,<1H OCEAN
-120.0,35.0,3,1799.0,470.0,1416.0,408.0,2.0,3,<1H OCEAN
-120.0,35.0,5,3518.0,608.0,1386.0,572.0,4.0,3,<1H OCEAN
-120.0,35.0,2,2298.0,511.0,1246.0,513.0,2.0,2,<1H OCEAN
-120.0,35.0,2,2350.0,631.0,1291.0,515.0,1.0,2,<1H OCEAN
-120.0,35.0,2,1932.0,350.0,1071.0,346.0,4.0,3,<1H OCEAN
-120.0,35.0,1,2299.0,403.0,1245.0,395.0,4.0,3,<1H OCEAN
-120.0,35.0,1,2069.0,343.0,1240.0,338.0,5.0,3,<1H OCEAN
-120.0,35.0,0,2813.0,492.0,1144.0,490.0,4.0,6,<1H OCEAN
-120.0,35.0,3,1774.0,263.0,724.0,237.0,5.0,3,<1H OCEAN
-120.0,35.0,0,2712.0,428.0,1116.0,415.0,5.0,5,<1H OCEAN
-120.0,35.0,0,1885.0,286.0,835.0,290.0,5.0,7,<1H OCEAN
-120.0,35.0,0,5762.0,1115.0,2551.0,919.0,3.0,3,<1H OCEAN
-120.0,35.0,3,1619.0,360.0,1509.0,384.0,2.0,2,<1H OCEAN
-120.0,35.0,4,1705.0,344.0,1605.0,307.0,4.0,2,<1H OCEAN
-120.0,35.0,3,1920.0,380.0,1434.0,388.0,3.0,2,<1H OCEAN
-120.0,35.0,0,1897.0,354.0,1353.0,357.0,4.0,2,<1H OCEAN
-120.0,35.0,4,2374.0,562.0,1617.0,463.0,3.0,2,<1H OCEAN
-120.0,35.0,5,1685.0,315.0,1290.0,368.0,3.0,2,<1H OCEAN
-120.0,35.0,3,2121.0,445.0,2211.0,463.0,4.0,2,<1H OCEAN
-120.0,35.0,0,1299.0,280.0,1158.0,223.0,3.0,2,<1H OCEAN
-120.0,35.0,7,1228.0,379.0,851.0,341.0,2.0,2,<1H OCEAN
-120.0,35.0,6,1248.0,284.0,986.0,272.0,3.0,1,<1H OCEAN
-120.0,35.0,4,1949.0,396.0,1575.0,377.0,3.0,2,<1H OCEAN
-120.0,35.0,5,1574.0,447.0,1772.0,463.0,2.0,1,<1H OCEAN
-120.0,35.0,3,2481.0,476.0,1101.0,474.0,3.0,3,<1H OCEAN
-120.0,35.0,1,1368.0,308.0,642.0,303.0,2.0,2,<1H OCEAN
-120.0,35.0,1,868.0,244.0,1133.0,253.0,2.0,1,<1H OCEAN
-120.0,35.0,1,2098.0,558.0,1252.0,492.0,2.0,0,<1H OCEAN
-120.0,35.0,7,3004.0,794.0,2601.0,747.0,2.0,1,<1H OCEAN
-120.0,35.0,0,2207.0,644.0,2232.0,543.0,2.0,1,<1H OCEAN
-120.0,35.0,4,1877.0,516.0,1634.0,492.0,2.0,2,<1H OCEAN
-120.0,35.0,0,1479.0,532.0,1057.0,459.0,2.0,4,<1H OCEAN
-120.0,35.0,4,1058.0,232.0,891.0,243.0,4.0,2,<1H OCEAN
-120.0,35.0,3,1702.0,447.0,1240.0,417.0,2.0,2,<1H OCEAN
-121.0,35.0,3,1353.0,345.0,1322.0,336.0,2.0,1,<1H OCEAN
-121.0,35.0,4,1401.0,294.0,1306.0,286.0,3.0,1,NEAR OCEAN
-121.0,35.0,7,1145.0,297.0,1107.0,296.0,2.0,1,NEAR OCEAN
-121.0,35.0,0,2090.0,469.0,1911.0,482.0,2.0,1,NEAR OCEAN
-121.0,35.0,8,711.0,140.0,384.0,116.0,2.0,0,NEAR OCEAN
-121.0,35.0,4,17738.0,3114.0,12427.0,2826.0,3.0,0,NEAR OCEAN
-120.0,35.0,4,3069.0,518.0,1524.0,539.0,4.0,3,NEAR OCEAN
-120.0,35.0,0,562.0,164.0,504.0,147.0,2.0,2,NEAR OCEAN
-120.0,35.0,3,1298.0,358.0,1272.0,363.0,2.0,2,NEAR OCEAN
-120.0,35.0,4,2364.0,604.0,1520.0,529.0,2.0,2,NEAR OCEAN
-120.0,35.0,0,2482.0,586.0,1427.0,540.0,3.0,2,NEAR OCEAN
-120.0,35.0,5,1438.0,320.0,816.0,270.0,2.0,2,NEAR OCEAN
-120.0,35.0,1,686.0,217.0,614.0,200.0,1.0,1,NEAR OCEAN
-120.0,35.0,0,787.0,126.0,446.0,133.0,5.0,4,NEAR OCEAN
-120.0,35.0,5,2330.0,422.0,1255.0,449.0,4.0,3,NEAR OCEAN
-120.0,35.0,4,2696.0,622.0,1322.0,543.0,3.0,3,NEAR OCEAN
-120.0,35.0,7,1051.0,235.0,574.0,201.0,2.0,2,NEAR OCEAN
-120.0,35.0,0,2143.0,593.0,1167.0,548.0,2.0,1,NEAR OCEAN
-120.0,35.0,1,885.0,223.0,533.0,224.0,3.0,2,NEAR OCEAN
-120.0,35.0,5,2193.0,430.0,1074.0,377.0,2.0,2,NEAR OCEAN
-120.0,35.0,1,2549.0,428.0,1486.0,432.0,4.0,3,NEAR OCEAN
-120.0,35.0,4,2253.0,382.0,1197.0,384.0,3.0,3,NEAR OCEAN
-120.0,35.0,5,2265.0,512.0,1402.0,471.0,2.0,3,NEAR OCEAN
-120.0,35.0,4,2215.0,578.0,1544.0,527.0,2.0,3,NEAR OCEAN
-120.0,35.0,3,1182.0,243.0,733.0,251.0,3.0,2,NEAR OCEAN
-120.0,35.0,3,980.0,276.0,896.0,245.0,2.0,1,NEAR OCEAN
-120.0,35.0,9,1408.0,301.0,682.0,279.0,3.0,3,NEAR OCEAN
-120.0,35.0,7,1697.0,334.0,740.0,272.0,2.0,3,NEAR OCEAN
-120.0,35.0,1,1912.0,406.0,1009.0,417.0,3.0,3,NEAR OCEAN
-120.0,35.0,1,1226.0,277.0,484.0,224.0,3.0,2,NEAR OCEAN
-120.0,35.0,6,2571.0,499.0,1105.0,451.0,4.0,3,NEAR OCEAN
-120.0,35.0,5,1840.0,309.0,828.0,333.0,5.0,4,NEAR OCEAN
-120.0,35.0,3,3231.0,549.0,1739.0,581.0,5.0,3,NEAR OCEAN
-120.0,35.0,0,3329.0,504.0,1462.0,452.0,5.0,5,NEAR OCEAN
-120.0,35.0,0,2904.0,702.0,1302.0,618.0,3.0,3,NEAR OCEAN
-120.0,35.0,0,3376.0,525.0,1684.0,535.0,5.0,4,NEAR OCEAN
-120.0,35.0,7,2162.0,395.0,1010.0,332.0,3.0,6,NEAR OCEAN
-120.0,35.0,0,1897.0,331.0,915.0,336.0,4.0,4,NEAR OCEAN
-120.0,35.0,4,1933.0,316.0,1001.0,319.0,4.0,3,NEAR OCEAN
-120.0,35.0,3,2445.0,368.0,983.0,363.0,5.0,5,NEAR OCEAN
-120.0,35.0,3,2441.0,463.0,1392.0,434.0,4.0,3,NEAR OCEAN
-120.0,35.0,1,2185.0,386.0,827.0,336.0,5.0,6,NEAR OCEAN
-120.0,35.0,3,1868.0,268.0,522.0,255.0,6.0,7,NEAR OCEAN
-120.0,35.0,1,2830.0,430.0,1035.0,416.0,5.0,5,NEAR OCEAN
-120.0,35.0,3,2387.0,385.0,1051.0,382.0,4.0,3,NEAR OCEAN
-120.0,35.0,3,2535.0,383.0,1012.0,368.0,6.0,5,NEAR OCEAN
-120.0,35.0,2,1868.0,315.0,747.0,265.0,5.0,8,NEAR OCEAN
-120.0,35.0,4,2353.0,389.0,1420.0,389.0,4.0,2,NEAR OCEAN
-120.0,35.0,5,2054.0,373.0,1067.0,358.0,4.0,2,NEAR OCEAN
-120.0,35.0,0,2187.0,277.0,697.0,273.0,6.0,8,NEAR OCEAN
-120.0,34.0,3,1450.0,642.0,1258.0,607.0,1.0,6,NEAR OCEAN
-120.0,34.0,3,2741.0,623.0,2272.0,624.0,2.0,6,NEAR OCEAN
-120.0,34.0,1,2307.0,650.0,5723.0,615.0,2.0,0,NEAR OCEAN
-120.0,34.0,1,2472.0,685.0,1292.0,621.0,3.0,6,NEAR OCEAN
-120.0,34.0,1,1734.0,365.0,962.0,391.0,4.0,7,NEAR OCEAN
-120.0,34.0,1,2206.0,541.0,1227.0,554.0,4.0,6,NEAR OCEAN
-120.0,34.0,3,2367.0,492.0,1333.0,488.0,4.0,8,NEAR OCEAN
-120.0,34.0,3,2001.0,365.0,1170.0,330.0,6.0,7,NEAR OCEAN
-120.0,34.0,3,2168.0,373.0,934.0,366.0,5.0,7,NEAR OCEAN
-120.0,34.0,4,977.0,162.0,537.0,159.0,4.0,7,NEAR OCEAN
-120.0,34.0,4,4424.0,616.0,1839.0,601.0,6.0,8,NEAR OCEAN
-120.0,34.0,4,1765.0,301.0,1173.0,297.0,6.0,7,NEAR OCEAN
-120.0,34.0,4,4382.0,618.0,1728.0,587.0,7.0,9,NEAR OCEAN
-120.0,34.0,3,3488.0,452.0,1479.0,458.0,7.0,9,NEAR OCEAN
-120.0,34.0,3,1915.0,277.0,724.0,267.0,6.0,8,NEAR OCEAN
-120.0,34.0,4,4724.0,793.0,2394.0,738.0,6.0,7,NEAR OCEAN
-120.0,34.0,3,2786.0,470.0,1669.0,462.0,6.0,7,NEAR OCEAN
-120.0,34.0,3,3160.0,507.0,1514.0,523.0,5.0,7,NEAR OCEAN
-120.0,34.0,1,2143.0,324.0,1073.0,330.0,6.0,9,NEAR OCEAN
-120.0,34.0,3,1241.0,248.0,746.0,211.0,4.0,9,NEAR OCEAN
-120.0,34.0,4,1062.0,309.0,1058.0,305.0,2.0,8,NEAR OCEAN
-120.0,34.0,3,1576.0,580.0,1630.0,531.0,1.0,8,NEAR OCEAN
-120.0,34.0,4,1626.0,375.0,1580.0,359.0,2.0,5,NEAR OCEAN
-120.0,34.0,3,3678.0,567.0,1554.0,570.0,7.0,8,NEAR OCEAN
-120.0,34.0,3,3172.0,588.0,1467.0,559.0,5.0,7,NEAR OCEAN
-120.0,34.0,3,3592.0,533.0,1683.0,528.0,7.0,8,NEAR OCEAN
-120.0,34.0,4,1739.0,402.0,599.0,368.0,3.0,5,NEAR OCEAN
-120.0,34.0,3,2239.0,475.0,1016.0,434.0,5.0,8,NEAR OCEAN
-120.0,34.0,1,961.0,305.0,662.0,286.0,3.0,5,NEAR OCEAN
-120.0,34.0,1,1482.0,345.0,669.0,379.0,3.0,2,NEAR OCEAN
-120.0,34.0,1,1414.0,463.0,793.0,439.0,4.0,3,NEAR OCEAN
-120.0,34.0,4,1992.0,531.0,1622.0,509.0,3.0,6,NEAR OCEAN
-120.0,34.0,6,796.0,281.0,567.0,257.0,2.0,7,NEAR OCEAN
-120.0,34.0,5,798.0,346.0,699.0,301.0,2.0,5,NEAR OCEAN
-120.0,34.0,3,2552.0,443.0,1066.0,424.0,5.0,8,NEAR OCEAN
-120.0,34.0,4,3318.0,441.0,1604.0,404.0,10.0,9,NEAR OCEAN
-120.0,34.0,2,3104.0,415.0,1061.0,380.0,10.0,9,NEAR OCEAN
-120.0,34.0,4,2674.0,419.0,1176.0,416.0,5.0,7,NEAR OCEAN
-120.0,34.0,4,3143.0,537.0,1760.0,570.0,5.0,7,NEAR OCEAN
-120.0,34.0,3,2845.0,500.0,1456.0,454.0,6.0,7,NEAR OCEAN
-120.0,34.0,3,1479.0,314.0,977.0,309.0,4.0,7,NEAR OCEAN
-120.0,34.0,4,2864.0,495.0,1364.0,482.0,5.0,8,NEAR OCEAN
-120.0,34.0,4,3611.0,563.0,2089.0,540.0,5.0,7,NEAR OCEAN
-122.0,37.0,7,1141.0,333.0,1028.0,291.0,3.0,5,<1H OCEAN
-122.0,37.0,7,1525.0,363.0,1075.0,374.0,3.0,5,<1H OCEAN
-122.0,37.0,5,2453.0,573.0,1845.0,530.0,4.0,6,<1H OCEAN
-122.0,37.0,8,1668.0,380.0,1143.0,365.0,3.0,5,<1H OCEAN
-122.0,37.0,9,1007.0,245.0,581.0,240.0,3.0,6,<1H OCEAN
-122.0,37.0,9,1034.0,239.0,531.0,223.0,3.0,6,<1H OCEAN
-122.0,37.0,8,2082.0,626.0,1396.0,610.0,3.0,5,<1H OCEAN
-122.0,37.0,9,1345.0,287.0,791.0,254.0,4.0,7,<1H OCEAN
-122.0,37.0,9,241.0,69.0,385.0,64.0,3.0,6,<1H OCEAN
-122.0,37.0,6,357.0,120.0,377.0,99.0,3.0,5,<1H OCEAN
-122.0,37.0,8,2101.0,524.0,1212.0,526.0,4.0,6,<1H OCEAN
-122.0,37.0,9,2584.0,491.0,1087.0,433.0,4.0,9,<1H OCEAN
-122.0,37.0,9,2009.0,338.0,841.0,338.0,6.0,8,<1H OCEAN
-122.0,37.0,9,2962.0,557.0,1215.0,506.0,5.0,8,<1H OCEAN
-122.0,37.0,8,1449.0,291.0,676.0,282.0,4.0,8,<1H OCEAN
-122.0,37.0,8,2142.0,358.0,846.0,375.0,5.0,9,<1H OCEAN
-122.0,37.0,6,1809.0,317.0,863.0,302.0,4.0,8,<1H OCEAN
-122.0,37.0,6,2189.0,607.0,1193.0,562.0,3.0,6,<1H OCEAN
-122.0,37.0,4,454.0,147.0,366.0,140.0,3.0,5,<1H OCEAN
-122.0,37.0,9,2562.0,410.0,973.0,398.0,5.0,8,<1H OCEAN
-122.0,37.0,9,2125.0,382.0,930.0,387.0,5.0,8,<1H OCEAN
-122.0,37.0,6,197.0,44.0,152.0,47.0,4.0,5,<1H OCEAN
-122.0,37.0,9,2212.0,563.0,1195.0,532.0,3.0,6,<1H OCEAN
-122.0,37.0,9,658.0,318.0,467.0,316.0,1.0,5,<1H OCEAN
-122.0,37.0,0,1283.0,390.0,718.0,345.0,4.0,4,<1H OCEAN
-122.0,37.0,9,1009.0,231.0,929.0,210.0,2.0,4,<1H OCEAN
-122.0,37.0,7,1547.0,625.0,1493.0,543.0,1.0,6,<1H OCEAN
-122.0,37.0,0,1495.0,552.0,1087.0,557.0,3.0,6,<1H OCEAN
-122.0,37.0,6,1904.0,689.0,3561.0,632.0,2.0,5,<1H OCEAN
-122.0,37.0,9,1562.0,439.0,1469.0,424.0,3.0,4,<1H OCEAN
-122.0,37.0,8,1197.0,416.0,898.0,370.0,2.0,5,<1H OCEAN
-122.0,37.0,2,1106.0,494.0,851.0,448.0,1.0,8,<1H OCEAN
-122.0,37.0,8,1423.0,467.0,1013.0,428.0,2.0,5,<1H OCEAN
-122.0,37.0,9,1390.0,365.0,921.0,352.0,2.0,5,<1H OCEAN
-122.0,37.0,8,2087.0,402.0,1342.0,423.0,4.0,5,<1H OCEAN
-122.0,37.0,9,1728.0,350.0,1146.0,391.0,4.0,5,<1H OCEAN
-122.0,37.0,9,2879.0,631.0,2229.0,606.0,3.0,5,<1H OCEAN
-122.0,37.0,8,1185.0,296.0,933.0,244.0,3.0,4,<1H OCEAN
-122.0,37.0,8,2019.0,615.0,1243.0,518.0,2.0,5,<1H OCEAN
-122.0,37.0,8,1086.0,219.0,715.0,226.0,4.0,5,<1H OCEAN
-122.0,37.0,7,1566.0,375.0,1223.0,346.0,3.0,4,<1H OCEAN
-122.0,37.0,8,1267.0,353.0,1018.0,327.0,2.0,5,<1H OCEAN
-122.0,37.0,9,1704.0,418.0,1336.0,411.0,3.0,5,<1H OCEAN
-122.0,37.0,9,1170.0,215.0,604.0,207.0,3.0,8,<1H OCEAN
-122.0,37.0,9,1087.0,166.0,650.0,194.0,7.0,8,<1H OCEAN
-122.0,37.0,7,2479.0,541.0,1990.0,506.0,2.0,7,<1H OCEAN
-122.0,37.0,9,867.0,232.0,1264.0,227.0,3.0,8,<1H OCEAN
-122.0,37.0,4,3500.0,1036.0,3019.0,955.0,3.0,3,<1H OCEAN
-122.0,37.0,8,1448.0,330.0,1094.0,331.0,2.0,4,<1H OCEAN
-122.0,37.0,9,1557.0,424.0,1580.0,434.0,2.0,5,<1H OCEAN
-122.0,37.0,4,5274.0,1625.0,6234.0,1639.0,3.0,4,<1H OCEAN
-122.0,37.0,7,2277.0,508.0,1718.0,434.0,3.0,5,<1H OCEAN
-122.0,37.0,8,395.0,164.0,549.0,184.0,2.0,4,<1H OCEAN
-122.0,37.0,6,3300.0,1154.0,3120.0,1075.0,1.0,6,<1H OCEAN
-122.0,37.0,7,3137.0,685.0,2048.0,651.0,3.0,7,<1H OCEAN
-122.0,37.0,8,1192.0,371.0,1084.0,345.0,3.0,5,<1H OCEAN
-122.0,37.0,8,1279.0,358.0,1254.0,340.0,2.0,5,<1H OCEAN
-122.0,37.0,6,1014.0,246.0,952.0,215.0,3.0,4,<1H OCEAN
-122.0,37.0,5,1242.0,338.0,1438.0,325.0,3.0,4,<1H OCEAN
-122.0,37.0,7,1331.0,374.0,1276.0,389.0,3.0,4,<1H OCEAN
-122.0,37.0,8,1105.0,241.0,982.0,206.0,2.0,5,<1H OCEAN
-122.0,37.0,8,977.0,265.0,865.0,253.0,3.0,5,<1H OCEAN
-122.0,37.0,9,1994.0,404.0,1014.0,389.0,4.0,6,<1H OCEAN
-122.0,37.0,9,2125.0,431.0,1014.0,443.0,6.0,7,<1H OCEAN
-122.0,37.0,9,1274.0,313.0,971.0,291.0,4.0,6,<1H OCEAN
-122.0,37.0,8,1067.0,256.0,608.0,280.0,3.0,5,<1H OCEAN
-122.0,37.0,1,2962.0,898.0,1555.0,795.0,3.0,6,<1H OCEAN
-122.0,37.0,9,1460.0,492.0,1165.0,455.0,3.0,4,<1H OCEAN
-122.0,37.0,7,818.0,269.0,576.0,261.0,2.0,7,<1H OCEAN
-122.0,37.0,8,2451.0,472.0,1163.0,448.0,5.0,6,<1H OCEAN
-122.0,37.0,9,2711.0,728.0,1607.0,724.0,3.0,5,<1H OCEAN
-122.0,37.0,7,836.0,254.0,704.0,272.0,4.0,5,<1H OCEAN
-122.0,37.0,5,1902.0,554.0,1485.0,494.0,2.0,4,<1H OCEAN
-122.0,37.0,4,2089.0,641.0,1666.0,587.0,2.0,5,<1H OCEAN
-122.0,37.0,9,1135.0,215.0,500.0,207.0,4.0,6,<1H OCEAN
-122.0,37.0,0,2364.0,578.0,1102.0,502.0,5.0,7,<1H OCEAN
-122.0,37.0,5,1680.0,312.0,858.0,310.0,4.0,7,<1H OCEAN
-122.0,37.0,4,4348.0,814.0,2347.0,810.0,5.0,8,<1H OCEAN
-122.0,37.0,1,1111.0,226.0,317.0,199.0,3.0,6,<1H OCEAN
-122.0,37.0,4,2182.0,704.0,1638.0,704.0,3.0,6,<1H OCEAN
-122.0,37.0,6,876.0,150.0,424.0,163.0,5.0,6,<1H OCEAN
-122.0,37.0,4,3242.0,780.0,2100.0,741.0,3.0,7,<1H OCEAN
-122.0,37.0,1,2111.0,485.0,1285.0,499.0,5.0,8,<1H OCEAN
-122.0,37.0,4,1377.0,430.0,969.0,399.0,3.0,7,<1H OCEAN
